id,name,category,description,foundedYear,director_name,director_title,services,audience,locations,contact_phone,contact_email,contact_website,tags,memberOf,orgId,region
conseil_scolaire_francosud-1,"Conseil scolaire FrancoSud","education;apprentissage du francais;jeunesse;nouveaux arrivants;petite enfance","Le Conseil scolaire FrancoSud offre une éducation en français langue première, gratuite et financée par la province, opérant 19 écoles (15 publiques et 4 catholiques) à travers le sud de l’Alberta. Son mandat découle de l’article 23 de la Charte canadienne des droits et libertés, qui garantit aux ayants droit l’accès à l’éducation francophone.",2013,Monique Baker,Directrice générale,"Éducation en français langue première de la maternelle à la 12e année;Soutien à l’apprentissage;Service de francisation pour les enfants à prédominance anglophone;Transport scolaire gratuit pour tous les élèves;Programme projet Appartenance : promotion de la santé mentale;Équipes sportives et activités parascolaires (arts, clubs, leadership);Soutien aux nouveaux arrivants : aide à l’inscription, orientation, accompagnement;Programmes de garde, prématernelle et services de petite enfance;Bourses scolaires;Partenariats avec organismes locaux, provinciaux et nationaux","Élèves éligibles à l’éducation francophone de la maternelle à la 12e année dans les communautés francophones du sud de l’Alberta (Calgary, Airdrie, Cochrane, Chestermere, Okotoks, Lethbridge, Medicine Hat, Brooks, Bellevue, Cardston, Canmore).","Calgary|6715 8 St NE Suite 295, Calgary, AB T2E 7H7, Canada|51.1129939|-114.0454613",+1 403-686-6998,infoconseil@francosud.ca,https://francosud.ca/,"éducation francophone;enseignement;sud de l’Alberta;maternelle à 12e;soutien aux élèves;services scolaires;transport scolaire;activité parascolaire","RIFA;Groupe Sectoriel Éducation",conseil_scolaire_francosud,sud
ecole_francophone_brooks-1,"École Francophone de Brooks (École Le Ruisseau)","vie communautaire","École publique francophone à Brooks, Alberta, accueillant les élèves de la prématernelle à la 12e année. L’école fait partie du Conseil scolaire FrancoSud et offre un environnement d’apprentissage axé sur la réussite académique, le développement personnel et l’épanouissement culturel.",2013,Monique Ntep,Directrice,"Programme complet préscolaire (garderie, prématernelle), primaire et secondaire jusqu’à la 12e année;Accompagnement scolaire : inclusion, bibliothèque, orientation, soutien santé mentale et suivi des apprentissages;Ressources aux familles : transport scolaire, prêt d’ordinateurs portables, communication et implication parentale","Élèves francophones ou issus d’immersion française de la prématernelle à la 12e année, résidents de Brooks et des environs, ainsi que familles francophiles.","Brooks|400 10 St E, Brooks, AB T1R 0A2, Canada|50.5635267|-111.9090797",+1 403-686-6998,infoconseil@francosud.ca,https://leruisseau.francosud.ca/,"éducation francophone;FrancoSud;préscolaire;primaire;secondaire;Brooks;services aux familles;soutien scolaire;inclusion","RIFA;Groupe Sectoriel Éducation",ecole_francophone_brooks,sud
conseil_scolaire_centre_est-1,"Conseil scolaire Centre-Est","education;francophonie;jeunesse;culture;familles","Le Conseil scolaire Centre-Est (CSCE) est une autorité scolaire francophone située à St. Paul, Alberta. Il offre une éducation francophone de qualité de la prématernelle à la 12e année et valorise le patrimoine culturel francophone dans un contexte bilingue.",1995,Dolorèse Nolette,Directrice générale,"Éducation en français de la prématernelle à la 12e année;Services d’appui pédagogique et ressources pour élèves à besoins particuliers;Programmation culturelle pour renforcer l'identité francophone;Activités parascolaires : clubs, sports et événements culturels;Soutien aux parents : ressources et accompagnement","Élèves francophones ou issus d’immersion française de la prématernelle à la 12e année dans le nord-est de l’Alberta.","St. Paul|4617 50 Avenue, St. Paul, AB T0A 3A3, Canada|53.9904654|-111.2861229",+1 780-645-3888,centreest@centreest.ca,https://www.centreest.ca/,"éducation francophone;prématernelle à 12e;services scolaires;Alberta nord-est;culture francophone;soutien pédagogique","RIFA;Groupe Sectoriel Éducation",conseil_scolaire_centre_est,nord
communaute_francophone_accueillante_calgary-1,"Communauté Francophone Accueillante de Calgary","francophonie;integration;nouveaux arrivants;vie communautaire;jeunesse","Le projet Communauté Francophone Accueillante (CFA) a débuté en 2019 pour favoriser l’inclusion et l’intégration des nouveaux arrivants francophones à Calgary. Le CANAF agit comme agent fiduciaire local pour la mise en œuvre du projet.",2019,Miryam Ben Romdhane,Coordonnatrice du projet CFA,"Volet communautaire : Fêtes de bienvenue, Fête du Canada, Fête de fin d’année;Volet jeunesse – Le Repaire des Jeunes : événements sportifs et culturels, camps de vacances, projets de leadership;Volet communication : guide numérique des services en français, carte interactive des démarches administratives","Nouveaux arrivants francophones à Calgary, incluant enfants (6 à 11 ans), adolescents (12 à 17 ans) et familles francophones.","Calgary|727 7 Ave SW, Suite 1560, Calgary, AB T2P 1H4, Canada|51.04681679999999|-114.078222",+1 403-532-6334,info@cfacalgary.ca,https://www.cfacalgary.ca/,"francophonie;immigrants;jeunesse;intégration;communauté;services aux nouveaux arrivants;Calgary","RIFA;Groupe Sectoriel Écosystème d’Appui au Secteur de l’Établissement",communaute_francophone_accueillante_calgary,sud
conseil_scolaire_centre_nord-1,"Conseil scolaire Centre-Nord","education;francophonie;culture;jeunesse;vie communautaire","Le Conseil scolaire Centre-Nord (CSCN), fondé en 1994, dessert environ 3 700 élèves dans 19 écoles publiques et catholiques du centre et nord de l’Alberta. Il offre une éducation en français langue première tout en respectant les droits linguistiques et confessionnels des communautés francophones.",1994,Robert Lessard,Directeur général,"Éducation en français langue première de la prématernelle à la 12e année;Soutien pédagogique et services d’orientation pour élèves à besoins particuliers;Programmes culturels et communautaires pour renforcer l’identité francophone et l’engagement communautaire;Partenariats avec des organismes communautaires pour offrir des services complémentaires aux familles","Enfants et adolescents francophones ou issus d’immersion française, de la prématernelle à la 12e année dans le centre et nord de l’Alberta.","Edmonton|9630 103A Avenue NW, Edmonton, AB T5H 0S7, Canada|53.5473197|-113.4853684",+1 780-468-6440,conseil@centrenord.ab.ca,https://centrenord.ab.ca,"éducation francophone;prématernelle à 12e;centre-nord Alberta;services scolaires;soutien pédagogique;culture francophone","RIFA;Groupe Sectoriel Éducation;Groupe Sectoriel Santé et Services Sociaux",conseil_scolaire_centre_nord,centre
edmonton_fusion_fc-1,"Edmonton Fusion FC","francophonie;jeunesse;nouveaux arrivants;vie communautaire;familles","Fondé en 2018, l’Edmonton Fusion FC est un club de soccer bilingue (français-anglais) à but non lucratif basé à Edmonton. Il se distingue par son engagement communautaire, son accessibilité et son approche inclusive, offrant des programmes adaptés à tous les âges et niveaux.",2018,Paul Addo,Responsable du programme Pro Soccer Training,"Académie de soccer pour les jeunes de 5 à 15 ans avec pré-académie en français et programme avancé Pro Soccer Training;Entraînements combinant futsal (automne/hiver) et soccer (printemps/été);Équipes compétitives masculines et féminines participant à des ligues locales et provinciales;Camp SoccArt : camp d’été combinant soccer et activités artistiques;Programme sport-études en partenariat avec l’École Alexandre-Taché;Activités d’intégration sociale pour les nouveaux arrivants, incluant bénévolat et réseautage","Jeunes, familles, nouveaux arrivants francophones et toute personne souhaitant évoluer dans un environnement inclusif et culturellement riche à Edmonton.","Edmonton|La Cité francophone & École Maurice-Lavallée, Edmonton, AB, Canada|53.5244259|-113.4733748",,edmontonfusionfc@gmail.com,https://edmontonfusionfc.com,"soccer;jeunesse;intégration;sport inclusif;francophonie;familles;Alberta","RIFA;Groupe Sectoriel Écosystème d’Appui au Secteur de l’Établissement",edmonton_fusion_fc,centre
fcsfa-1,"Fédération des Conseils Scolaires Francophones de l’Alberta","francophonie;éducation;défense des droits;familles","La FCSFA regroupe les quatre conseils scolaires francophones de l’Alberta. Elle assure la concertation entre eux et veille à promouvoir, défendre et renforcer l’éducation en français langue première dans la province, tout en respectant l’autonomie de chaque conseil.",,Gisèle Bourque,Directrice exécutive,"Concertation des conseils scolaires pour partager ressources et harmoniser les pratiques;Représentation et défense des droits en matière d’éducation francophone;Soutien à l’excellence éducative : formation du personnel et qualité de l’enseignement;Sensibilisation des familles aux critères d’admissibilité et encouragement à l’inscription;Promotion de la langue et culture francophone à travers des projets et événements éducatifs;Accès à l’information et publications pour appuyer les conseils scolaires et informer les familles","Élèves francophones, familles et communautés scolaires des quatre conseils scolaires francophones de l’Alberta.","Saint-Isidore|Saint-Isidore, Alberta, Canada|56.205906|-117.109976",+1 780-468-6440,info@fcsfa.ca,https://fcsfa.ca,"fédération scolaire;éducation francophone;collaboration;Alberta;promotion de la langue;soutien scolaire","RIFA;Groupe Sectoriel Éducation",fcsfa,nord
frap-1,"Francophonie Albertaine Plurielle","francophonie;nouveaux arrivants;integration;vie communautaire;education","Créée en 2014, la Francophonie Albertaine Plurielle accompagne les immigrants francophones en Alberta grâce à des services d’accueil, d’établissement, d’intégration scolaire et communautaire, offrant un soutien pratique pour le logement, les démarches d’immigration, la garde d’enfants, la citoyenneté et la participation sociale.",,Alphonse Ndem Ahola,Directeur général,"Services d’établissement : aide au logement, orientation vers services de garde, soutien aux démarches d’immigration;Services de soutien : traduction et interprétation, aide transport, préparation à la citoyenneté, assistance fiscale;Services éducatifs : accompagnement scolaire, ateliers éducatifs, camps d’été, cercles de conversation en anglais;Intégration communautaire : organisation d’événements multiculturels, mise en contact avec groupes locaux, prêt de matériel et ordinateurs portables","Nouveaux arrivants francophones et francophiles en Alberta, ainsi que les organismes communautaires œuvrant dans l’accueil et l’intégration.","Edmonton|8627 91 St Suite 108, Edmonton, AB T6C 3L5|53.5225284|-113.466302",+1 780-540-8682,info@frap.ca,https://frap.ca,"francophonie;immigrants;intégration;services communautaires;éducation;jeunesse;familles","RIFA;Groupes Sectoriels Accueil et Établissement;Éducation;Emploi et Entrepreneuriat;Santé et Services Sociaux",frap,centre
frap-2,"Francophonie Albertaine Plurielle","francophonie;nouveaux arrivants;integration;vie communautaire;education","Créée en 2014, la Francophonie Albertaine Plurielle accompagne les immigrants francophones en Alberta grâce à des services d’accueil, d’établissement, d’intégration scolaire et communautaire, offrant un soutien pratique pour le logement, les démarches d’immigration, la garde d’enfants, la citoyenneté et la participation sociale.",,Alphonse Ndem Ahola,Directeur général,"Services d’établissement : aide au logement, orientation vers services de garde, soutien aux démarches d’immigration;Services de soutien : traduction et interprétation, aide transport, préparation à la citoyenneté, assistance fiscale;Services éducatifs : accompagnement scolaire, ateliers éducatifs, camps d’été, cercles de conversation en anglais;Intégration communautaire : organisation d’événements multiculturels, mise en contact avec groupes locaux, prêt de matériel et ordinateurs portables","Nouveaux arrivants francophones et francophiles en Alberta, ainsi que les organismes communautaires œuvrant dans l’accueil et l’intégration.","Red Deer|Red Deer, Alberta, Canada|52.2690328|-113.8114955",+1 780-540-8682,info@frap.ca,https://frap.ca,"francophonie;immigrants;intégration;services communautaires;éducation;jeunesse;familles","RIFA;Groupes Sectoriels Accueil et Établissement;Éducation;Emploi et Entrepreneuriat;Santé et Services Sociaux",frap,centre
frap-3,"Francophonie Albertaine Plurielle","francophonie;nouveaux arrivants;integration;vie communautaire;education","Créée en 2014, la Francophonie Albertaine Plurielle accompagne les immigrants francophones en Alberta grâce à des services d’accueil, d’établissement, d’intégration scolaire et communautaire, offrant un soutien pratique pour le logement, les démarches d’immigration, la garde d’enfants, la citoyenneté et la participation sociale.",,Alphonse Ndem Ahola,Directeur général,"Services d’établissement : aide au logement, orientation vers services de garde, soutien aux démarches d’immigration;Services de soutien : traduction et interprétation, aide transport, préparation à la citoyenneté, assistance fiscale;Services éducatifs : accompagnement scolaire, ateliers éducatifs, camps d’été, cercles de conversation en anglais;Intégration communautaire : organisation d’événements multiculturels, mise en contact avec groupes locaux, prêt de matériel et ordinateurs portables","Nouveaux arrivants francophones et francophiles en Alberta, ainsi que les organismes communautaires œuvrant dans l’accueil et l’intégration.","Fort McMurray|Fort McMurray, Alberta, Canada|56.7266231|-111.3790095",+1 780-540-8682,info@frap.ca,https://frap.ca,"francophonie;immigrants;intégration;services communautaires;éducation;jeunesse;familles","RIFA;Groupes Sectoriels Accueil et Établissement;Éducation;Emploi et Entrepreneuriat;Santé et Services Sociaux",frap,nord
frap-4,"Francophonie Albertaine Plurielle","francophonie;nouveaux arrivants;integration;vie communautaire;education","Créée en 2014, la Francophonie Albertaine Plurielle accompagne les immigrants francophones en Alberta grâce à des services d’accueil, d’établissement, d’intégration scolaire et communautaire, offrant un soutien pratique pour le logement, les démarches d’immigration, la garde d’enfants, la citoyenneté et la participation sociale.",,Alphonse Ndem Ahola,Directeur général,"Services d’établissement : aide au logement, orientation vers services de garde, soutien aux démarches d’immigration;Services de soutien : traduction et interprétation, aide transport, préparation à la citoyenneté, assistance fiscale;Services éducatifs : accompagnement scolaire, ateliers éducatifs, camps d’été, cercles de conversation en anglais;Intégration communautaire : organisation d’événements multiculturels, mise en contact avec groupes locaux, prêt de matériel et ordinateurs portables","Nouveaux arrivants francophones et francophiles en Alberta, ainsi que les organismes communautaires œuvrant dans l’accueil et l’intégration.","Grande Prairie|Grande Prairie, Alberta, Canada|55.170691|-118.7884808",+1 780-540-8682,info@frap.ca,https://frap.ca,"francophonie;immigrants;intégration;services communautaires;éducation;jeunesse;familles","RIFA;Groupes Sectoriels Accueil et Établissement;Éducation;Emploi et Entrepreneuriat;Santé et Services Sociaux",frap,nord
frap-6,"Francophonie Albertaine Plurielle","francophonie;nouveaux arrivants;integration;vie communautaire;education","Créée en 2014, la Francophonie Albertaine Plurielle accompagne les immigrants francophones en Alberta grâce à des services d’accueil, d’établissement, d’intégration scolaire et communautaire, offrant un soutien pratique pour le logement, les démarches d’immigration, la garde d’enfants, la citoyenneté et la participation sociale.",,Alphonse Ndem Ahola,Directeur général,"Services d’établissement : aide au logement, orientation vers services de garde, soutien aux démarches d’immigration;Services de soutien : traduction et interprétation, aide transport, préparation à la citoyenneté, assistance fiscale;Services éducatifs : accompagnement scolaire, ateliers éducatifs, camps d’été, cercles de conversation en anglais;Intégration communautaire : organisation d’événements multiculturels, mise en contact avec groupes locaux, prêt de matériel et ordinateurs portables","Nouveaux arrivants francophones et francophiles en Alberta, ainsi que les organismes communautaires œuvrant dans l’accueil et l’intégration.","Lloydminster|Lloydminster, Alberta, Canada|53.2779625|-110.0061451",+1 780-540-8682,info@frap.ca,https://frap.ca,"francophonie;immigrants;intégration;services communautaires;éducation;jeunesse;familles","RIFA;Groupes Sectoriels Accueil et Établissement;Éducation;Emploi et Entrepreneuriat;Santé et Services Sociaux",frap,centre
kayanou-1,"Kayanou","vie communautaire","Kayanou a pour mission de documenter, archiver et transmettre l’histoire des diasporas caribéennes francophones et afro-descendantes en Alberta. L’organisme vise à renforcer le sentiment d’appartenance, promouvoir l’inclusion sociale et sensibiliser le grand public à la richesse culturelle des communautés noires francophones.",,Mireille Isidore,Directrice générale,"Ateliers pour enfants : contes caribéens et africains pour les 6-12 ans, expression en français et transmission culturelle;Ateliers d’archivage communautaire : documentation et préservation de l’histoire et de la culture des communautés noires francophones;Événements culturels et sensibilisation publique : Mois de l’Histoire des Noirs, Salon interculturel du livre de l’Alberta (SILAB), films, ateliers et discussions","Communautés noires francophones de l’Alberta, familles, jeunes et tout public intéressé par la culture et l’histoire afro-francophone.","Edmonton|Alberta, Canada|53.5461663|-113.4937355",+1 780-974-5821,info@kayanou.ca,https://kayanou.ca,"culture;francophonie;communauté noire;patrimoine;jeunesse;familles;éducation","RIFA;Groupe Sectoriel Écosystème d’appui au secteur de l’établissement",kayanou,centre
kayanou-0,"Kayanou","vie communautaire","Kayanou a pour mission de documenter, archiver et transmettre l’histoire des diasporas caribéennes francophones et afro-descendantes en Alberta. L’organisme vise à renforcer le sentiment d’appartenance, promouvoir l’inclusion sociale et sensibiliser le grand public à la richesse culturelle des communautés noires francophones.",,Mireille Isidore,Directrice générale,"Ateliers pour enfants : contes caribéens et africains pour les 6-12 ans, expression en français et transmission culturelle;Ateliers d’archivage communautaire : documentation et préservation de l’histoire et de la culture des communautés noires francophones;Événements culturels et sensibilisation publique : Mois de l’Histoire des Noirs, Salon interculturel du livre de l’Alberta (SILAB), films, ateliers et discussions","Communautés noires francophones de l’Alberta, familles, jeunes et tout public intéressé par la culture et l’histoire afro-francophone.","Calgary|Alberta, Canada|51.0377538|-113.9657643",+1 780-974-5821,info@kayanou.ca,https://kayanou.ca,"culture;francophonie;communauté noire;patrimoine;jeunesse;familles;éducation","RIFA;Groupe Sectoriel Écosystème d’appui au secteur de l’établissement",kayanou,sud
pia-1,"Portail de l’Immigrant Association","vie communautaire","Le Portail de l’Immigrant Association (PIA) est un organisme fondé en 2008 à Calgary par un groupe d’immigrants francophones. Il offre une gamme de services pour faciliter l’intégration sociale, économique et culturelle des immigrants francophones.",,Evelyne Kemajou,Fondatrice et Directrice,"Programmes jeunesse : soutien scolaire et aide aux devoirs, activités créatives et éducatives, mentorat et socialisation;Programmes pour femmes et familles : intégration des femmes immigrantes, programme HIPPY pour enfants d’âge préscolaire, ateliers éducatifs et récréatifs;Intégration communautaire : accompagnement via SWIS, connexion aux services locaux, activités sociales et inclusion communautaire;Services spécialisés : séances de counseling, clinique juridique gratuite mensuelle","Nouveaux arrivants francophones et francophiles à Calgary et environs, incluant femmes, jeunes, familles et aînés.","Calgary|840 7 Ave SW #830, Calgary, AB T2P 3P7, Canada|51.0472522|-114.0798202",+1 403-668-0299,info2@pia-calgary.ca,https://pia-calgary.ca,"immigration;francophonie;nouveaux arrivants;jeunesse;familles;femmes;éducation;intégration","RIFA;Groupes sectoriels : Accueil et Établissement, Éducation, Santé et services sociaux",pia,sud
la_cite_des_rocheuses-1,"La Cité des Rocheuses","vie communautaire","La Cité des Rocheuses est un centre communautaire et culturel francophone fondé en 1996 à Calgary, Alberta. Son mandat est de promouvoir la culture et la langue française et de soutenir le développement de la communauté francophone dans le sud de la province.",,Hervé Stéclebout,Directeur général,"Services aux nouveaux arrivants : accompagnement personnalisé et orientation vers les ressources locales;Cours de langues : français (CLIC) et anglais (LINC);Programmation culturelle et communautaire : spectacles, projections, conférences et festivals;Restaurant : Café‑Théâtre sur place;Location d’espaces : salles de réunion, théâtre et espaces événementiels","Francophones, francophiles de la région de Calgary, jeunes, familles et nouveaux arrivants francophones.","Calgary|4800 Richard Rd SW, Calgary, AB T3E 6L1, Canada|51.0111734|-114.1230931",+1 403-249-1749,info@citedesrocheuses.com,https://citedesrocheuses.com/,"culture;francophonie;communauté;événements;Calgary;spectacles;accueil nouveaux arrivants","RIFA;Groupe Sectoriel Accueil et Établissement;Groupe Sectoriel Écosystème d’appui au secteur de l’établissement",la_cite_des_rocheuses,sud
acfa_regionale_canmore_banff-1,"ACFA régionale de Canmore‑Banff","francophonie;vie communautaire;nouveaux arrivants;integration;culture","Depuis 2006, l’ACFA régionale de Canmore‑Banff représente et défend les intérêts de la communauté francophone dans la région des Rocheuses canadiennes, desservant les francophones et francophiles des communautés de Banff, Canmore et des environs.",,Paul Rovin,Directeur / Directrice régional(e),"Accueil et établissement : orientation et information pour nouveaux arrivants francophones;Formation linguistique et culturelle pour renforcer les compétences en français;Support communautaire et aide à l’accès aux services locaux;Activités sociales et culturelles pour rassembler la communauté;Opportunités de bénévolat et engagement communautaire","Francophones et francophiles de la région des Rocheuses canadiennes, incluant familles, jeunes, nouveaux arrivants et personnes âgées.","Canmore|820 8 St #201B, Canmore, AB T1W 2B7, Canada|51.0894789|-115.3618884",+1 403-678-7582,direction.canmore-banff@acfa.ab.ca,https://canmore-banff.acfa.ab.ca/,"francophonie;communauté;Canmore;Banff;services communautaires;culture;intégration","RIFA;Groupe Sectoriel Accueil et Établissement",acfa_regionale_canmore_banff,sud
association_francophone_brooks-1,"Association Francophone de Brooks","francophonie;nouveaux arrivants;integration;jeunesse;culture","L'Association Francophone de Brooks (AFB) est un organisme communautaire fondé le 22 juin 2004 pour promouvoir la langue et la culture françaises à Brooks, Alberta. Sa mission est de faciliter l'accès des nouveaux arrivants francophones aux services en français et de favoriser leur intégration réussie.",,Sa Eva Katusevanako,Directeur général,"Maison des jeunes : activités de club de devoirs, ateliers, gymnase, musique, danse, cuisine, couture;Programme d'intégration des jeunes : soutien à l'intégration des jeunes immigrants francophones;Programme antiracisme : renforcement des capacités des jeunes pour lutter contre le racisme;Bénévolat : encouragement à l'engagement communautaire des immigrants francophones;Sports et loisirs : activités sportives comme soccer, football et basketball;Franco Festival : célébration de la musique francophone et de la diversité","Nouveaux arrivants et jeunes francophones ainsi que la communauté francophone locale de Brooks et du comté de Newell.","Brooks|707 2 Ave E, Brooks, AB T1R 1L2, Canada|50.5630181|-111.886034",+1-403-362-0405,info@afbrooks.ca,https://afbrooks.ca/,"francophonie;communauté;Brooks;services communautaires;jeunesse;intégration;culture","RIFA;Groupe Sectoriel Écosystème d’appui au secteur de l’établissement",association_francophone_brooks,sud
canavua-1,"CANAVUA","vie communautaire","CANAVUA (Canadian Volunteers United in Action) est un organisme francophone basé à Edmonton dédié à la promotion du bénévolat et à la prestation de services communautaires essentiels, notamment une banque alimentaire, un camion‑repas communautaire et des programmes d’aide sociale pour les populations vulnérables.",,Dicky Dikamba,Directeur général,"Banque alimentaire francophone : distribution de paniers alimentaires à la communauté;Repas en bus : service mobile distribuant des repas aux sans‑abri, nouveaux arrivants et familles à faible revenu;Cours de conduite en français (Classe 7) : ateliers théoriques et accompagnement au test;Navigateur santé : transport et accompagnement en français pour rendez‑vous médicaux;Aide au déménagement : soutien logistique pour les personnes en transition;Équipe protocolaire : bénévoles pour l’organisation d’événements communautaires;Formation et engagement bénévole : recrutement et accompagnement de bénévoles;Soutien à l’intégration des nouveaux arrivants : information et orientation pour faciliter l’intégration","Immigrants francophones, personnes âgées, familles à faible revenu, personnes sans‑abri et personnes isolées, notamment dans la grande région d’Edmonton.","Edmonton|8744 50 Ave NW, Edmonton, AB T6E 5K8, Canada|53.4870279|-113.4592192",+1 780‑729‑1709,info@canavua.org,https://www.canavua.org/,"francophonie;services communautaires;bénévolat;banque alimentaire;Edmonton;intégration;inclusion sociale","RIFA;Groupe Sectoriel Accueil et Établissement",canavua,centre
centre_bien_etre_prevention_afro_canadiens_alberta-1,"Centre de bien‑être et de prévention pour Afro‑Canadiens de l’Alberta","vie communautaire","Le Centre de bien‑être et de prévention pour Afro‑Canadiens de l’Alberta (CBEP) vise à améliorer la santé globale des Afro‑Canadiens, en offrant des services culturellement adaptés, de sensibilisation, de prévention des maladies chroniques et de réinsertion sociale.",,Dr Nganda Luki,Directeur général,"Prévention des maladies chroniques : programmes centrés sur la prévention du diabète, des maladies cardiovasculaires et des troubles mentaux;Soutien en santé mentale : ateliers et ressources pour favoriser le bien‑être psychologique;Réintégration sociale : accompagnement des personnes en situation de précarité vers une meilleure inclusion sociale;Sensibilisation communautaire : campagnes éducatives et événements pour informer sur les enjeux de santé spécifiques aux Afro‑Canadiens;Services adaptés culturellement : approche tenant compte des différences culturelles, religieuses et linguistiques pour améliorer l’accès aux soins","Personnes d’origine africaine vivant en Alberta, incluant nouveaux arrivants, réfugiés, personnes âgées et personnes à risque de problèmes de santé chronique.","Edmonton|8627 Rue Marie‑Anne Gaboury #315B, Edmonton, AB T6C 4S8, Canada|53.522441|-113.4663024",+1 780‑695‑4952,info@cbep.ca,https://cbep.ca/,"santé;prévention;Afro‑Canadiens;bien‑être;communauté;Éducation santé;inclusion;Edmonton","RIFA;Groupe Sectoriel Santé et Services Sociaux",centre_bien_etre_prevention_afro_canadiens_alberta,centre
